ID,Title_CN,Fable_CN,Moral_CN,TOC
139,城市鼠和乡下鼠,一只住在城里的老鼠和一只住在乡下的老鼠是好朋友。有一天，乡下鼠邀请城市老鼠到他的家里来玩，看看他那田地里的家。城里鼠如约而至，他们坐下来分享了以大麦粒和树根为主的晚餐，那些树根还带着一种独特的泥土气息。这些食物显然不太对客人的胃口，最后，客人忍不住脱口而出："可怜的朋友，你在这里生活，比蚂蚁好不到哪里去。你真应该去看看我都吃些什么！我的储藏室里可都是好东西，你一定得来和我一起生活，我保证你一定会过上锦衣玉食的日子！"于是，城里鼠带着乡下鼠回到了城里，还让他欣赏了装满面粉、燕麦、无花果、蜂蜜和大枣的储藏室。乡下鼠从未见过这么多的美食，坐下来好好欣赏着朋友提供的这些佳肴，就在他们正要开始吃的时候，储藏室的门被打开了，有人走了进来。两只老鼠立刻惊慌而逃，赶紧钻进了一个窄小的鼠洞。不久，储藏室里又恢复了平静，他们接着跑出来，不过，接着又有人进屋来拿东西。乡下来的客人可不习惯这种躲躲藏藏的生活方式。"再见了，朋友！"他说，"我要走了。你的确是过着锦衣玉食的日子，我已经看到了，但是你却时刻处在危险之中，而我还是回家去平平安安地享受那简单的树根和大麦吧。",寓意: 不论住在城里还是乡下，安定的生活最重要，千万不要追求锦衣玉食而牺牲自身安全。,其他
140,狮子和公牛,狮子看见牛群中有一头体态肥硕的公牛在吃草，便思忖着用什么方法能让公牛受骗上当。于是，狮子对公牛说自己杀了一只羊，并问他是否愿意赏光，和自己共同分享这只羊。公牛接受了邀请，但是当公牛向着狮子的巢穴走时，只看到了炖锅和水，根本没看见羊的痕迹。于是，他一声不吭地转身走了。狮子在他身后大喊，带着受伤的语气询问原因，而公牛则转身说："我的理由很充分，一看到你准备的那些东西，我就惊呆了，那个受害者可能不是一只羊，而是一头公牛。",网虽然张开，但对心知肚明的鸟来说，却是徒劳。,其他
141,狼、狐狸和猿猴,一只狼指责狐狸偷了他的东西，而狐狸却根本不承认，于是，他们请猿猴来裁决。他们双方各自陈述了理由后，猿猴给出了如下裁决："狼，我认为你没有丢失什么东西;但同时我也相信，狐狸即使偷过东西，也死不承认。",不诚实的人，即使行为端正，也没有信用。,狐狸
142,老鹰和公鸡,两只公鸡生活在同一个场院里，为争当主人而打了起来。战争结束后，落败的一方躲进了一个黑暗的角落；而胜者则飞到棚顶上兴奋地大喊大叫。然而，一只鹰突然从天而降，冲下来抓走了他。这时，那只被打败的公鸡立刻从角落里跑出来，独自占领了整个鸡窝。,骄兵必败。,公鸡
143,逃跑的寒鸦,有人捕捉到一只寒鸦，并用麻绳绑住了他的一只脚，然后给孩子当宠物玩。可是，寒鸦很不愿意与人一起生活。过了一段时间后，当他看上去似乎已经被驯服了时，人们便不再密切监视他了。于是，寒鸦趁机逃出去，飞回了自己的老巢。不幸的是，他的腿上依然还绑着那根绳子，很快便被树枝缠住再也飞不起来了。看到自己性命无保，寒鸦绝望地哭喊道："唉，为了获得自由，我竟丢失了性命。",本文的寓意是：追求自由时要谨慎，因为后果可能抵不过所放弃的。,其他
144,农夫和狐狸,有个农夫受到了狐狸无尽的骚扰，因为狐狸经常在夜里到他的院子里偷鸡。于是，他设置了一个捕获狐狸的圈套。为了能狠狠地报复一下狐狸，农夫在狐狸的尾巴上绑了一捆麻绳，然后点上火，让狐狸在院子里上蹿下跳。然而，厄运却降临了，狐狸径直跑到农夫的田地里，正待收割的庄稼地迅即成了一片火海。最终，农夫颗粒无收。,复仇是把双刃剑。,狐狸
145,维纳斯和猫,一只母猫爱上了一个英俊的青年男子，请求爱神维纳斯将自己变成一个女人。仁慈的爱神维纳斯同意了她的请求，立即将她变成了一个美丽的少女。青年男子对她一见钟情，很快两人就结婚了。有一天，维纳斯想去看看那只变身后的猫是否也改变了以往的习性，便将一只老鼠放进了他们的房子里。年轻女子把现在的身份忘得一干二净，一见到老鼠，便立刻跳下床去追。爱神见此十分气愤，又将母猫变回了原来的模样。,这篇文章的寓意是：即使发生了惊人的改变，本性难移，要保持自我，不要迷失自我。,猫
146,乌鸦和天鹅,一只乌鸦非常妒忌白天鹅那美丽的羽翼，以为那一身漂亮的白色羽毛是由于经常在水中游泳和洗浴而得来的。于是，乌鸦便离开了靠着肉类祭祀品而赖以谋生的祭坛，前往池塘和溪流中居住。可是，尽管他日日勤于在水中梳洗自己的羽毛，却总也不能使其变成白色，反而因忍饥挨饿而死去。,你可以改变习惯，却很难改变本质。,其他
147,独眼鹿,有一只瞎了一只眼的鹿，在靠近海边的草场游荡，他用那只好眼睛注视着陆地，以防备猎人的攻击，而用那只瞎了的眼对着大海，以为海上不会对他有什么危险。然而，正从海上经过此处的几个水手看见了这头鹿，一箭射倒了他。鹿受了致命重伤，将要咽气的时候，他自言自语地说："我真是不幸！我确信地上会有危险，可是却什么也没发生；而我以为大海这面没什么危险，但是却要了我的命。",不幸经常从出人意料的地方攻击我们。,其他
148,苍蝇和拉车的骡子,一只苍蝇坐在马车的车轴上，对拉车的骡子说："你走得太慢了！再走快一点，不然我就要咬你一下，来刺激你了。"骡子丝毫没有感到不安。"主人正坐在我身后的马车上，"骡子说，"他握着缰绳，而且还会用鞭子来抽打我。我只遵从他的命令，不需要你来指指点点。我很清楚什么时候该快，什么时候该慢。",这篇文章的寓意是：只有当你有令人尊敬的领导者时，才能够获得真正的成功。,其他
149,公鸡和宝石,一只公鸡在田野里觅食，突然发现了一块宝玉，不知是谁不小心掉在这里了。公鸡说道："哇，你可真漂亮，要是你的主人找到了你，肯定会喜出望外。不过，对我来说，你却毫无用处。与其得到世界上的所有珠宝，还不如得到一颗麦子更好。",这篇文章寓意是：最了解自己的需要和情况的人，才是最懂得珍惜真正的宝贵的东西。,公鸡
150,狼和牧羊人,一只狼跟在羊群后面很长时间了，但是却没有打扰他们。起先，牧羊人一直提心吊胆地盯着狼，因为他本能地以为狼是个坏蛋。可是随着时间的推移，狼却丝毫没有要攻击羊群的迹象，牧羊人便以为这是一个保护者，而非敌对者。终于有一天，牧羊人要进城办事，便把羊群留给狼守护。然而，就在牧羊人刚转身走开时，狼就袭击了羊群，并且杀死了大部分羊。牧羊人回来后，见此情景十分后悔，哭喊道："我竟然把羊群托付给一只狼，真是活该呀！",本文的寓意是：不要过分相信任何人，只有仔细观察和考虑，才能辨明坏人和好人，才不至于在错误的地方把信任给了坏人。,狼
151,农夫和鹳,为了捉住那些前来偷吃种子的鹤，农夫在刚刚播种的田里布下许多陷阱。等农夫再来检查陷阱时，发现几只鹤被捉住了，其中还有一只鹳。鹳哀求农夫放了自己，他说："你不应该杀了我，因为我又不是鹤，而是一只鹳，你仔细看看我的羽毛，就明白我与鹤完全不同了。我是最诚实的鸟儿，从不伤害别人。"然而，农夫却说："你究竟是什么，对我来说并不重要，但是我在网中发现了你，那你就得和这些毁了庄稼的鹤一起受苦了。",如果你选择与坏人为伍，没有人会相信你是好人。,其他
152,战马和磨坊主,一匹曾经驮着主人驰骋沙场的战马，感到自己年事已高，便选择离开战场，到一个磨坊里去工作。他发现自己再也无法在听到战鼓雷鸣时昂头挺胸地前进了，只能被迫埋头于终日磨谷子的劳作之中。战马垂头丧气地哀叹着自己的命运，有一天，他对磨坊主说："唉，我曾经可是一匹光彩照人的战马，不仅披着华丽的战袍，而且还有专门的马倌照顾我。现如今，我这是什么下场呀！真希望我当初没有离开战场，为什么要到这个磨坊来呀。"磨坊主粗暴地回答说："不必追悔过去，命运总会有所起伏，随缘而安就好了。",本文的寓意是：不必悔恨过去，要随遇而安、以自律度日。,其他
153,蚂蚱和猫头鹰,栖息在一棵枯树上的猫头鹰，习惯于晚上觅食、白天睡觉。可是，她白天却也睡不好，一只早已在树丛间做窝的蚂蚱总发出啁啾声，吵得她无法入睡。猫头鹰不断地请求蚂蚱考虑一下她的情况，可蚂蚱却仍然大声叫个不停。最后，猫头鹰再也受不了了，决定设计除掉蚂蚱。于是，猫头鹰装出一副高兴样，对蚂蚱说："尽管我被你的歌声惊扰，睡不着觉，但是请相信我，你的歌声如同阿波罗神的七弦琴一样动听。我正想喝一点美味琼浆，这可是密涅瓦（智慧女神，即希腊神话中的雅典娜）送给我的。你要不要上来和我一起享用呢？"蚂蚱正得意于猫头鹰对自己歌声的奉承，一听到有琼浆玉液，嘴巴里就开始流口水了，所以，他很高兴地接受了邀请。待他刚一飞上去，猫头鹰就从树洞中冲出来，扑过去抓住蚂蚱，吃掉了他。,这篇文章寓意是：当遇到困扰，聪明人会想出一个狡猾的解决方案来解决问题，以及及早采取行动是解决难题的关键。,猫
154,蚂蚱和蚂蚁,冬天一个温暖如春的日子里，蚂蚁们正忙着晒干自己存储的粮食。由于下了很长时间的雨，粮食已经非常潮湿了。这时，来了一只蚂蚱，向他们乞讨一点粮食。"因为，"蚂蚱说，"我实在是饿坏了。"尽管有点违背原则，但蚂蚁们还是停下了手头的工作。"我们能问你一下吗？"他们说，"整个夏天你都在做些什么呢？为什么不为冬天储存一些粮食呢？""实际上，"蚂蚱回答道，"我一直在忙着唱歌，根本没有时间存储粮食。""如果你整个夏天都在唱歌，"蚂蚁们回答道，"那么，你最好在冬天就忙着跳舞吧。"他们哈哈大笑起来，继续忙于各自的工作。,本文的寓意是：要想在冬天过得温暖，就要在夏天好好准备，积极行动，勤勉劳动。,其他
155,农夫与蛇,在一个冬日，农夫发现了一条冻僵了的蛇，出于同情心，农夫便把蛇放在自己怀里。蛇感觉到一点温暖苏醒过来，立刻就冲着恩人咬了一大口，使他受到了致命的伤害。这个可怜的农夫在临死前说："这是我应得的报应，竟然会怜悯一个罪大恶极的生灵。",在邪恶面前，仁慈应被抛开。,其他
